"Batch","Site","Transect","Date","Latitude","Longitude","Depth","Subregion","Zone","Habitat","Species","Width","Height","Bleaching","Old","Recent","oPercRecMort","dPercRecMort","TLRate","Disease Conditions","Other Conditions"
"FRRP 2011","J1764","1","8/8/2011","25.54049","-80.10517","16.0769","Biscayne","Forereef","CONT_LR","DSTO","10","10","","0","0","","","","",""
"FRRP 2011","J1764","1","8/8/2011","25.54049","-80.10517","16.0769","Biscayne","Forereef","CONT_LR","PAST","4","1","","0","0","","","","",""
"FRRP 2011","J1764","1","8/8/2011","25.54049","-80.10517","16.0769","Biscayne","Forereef","CONT_LR","SSID","4","1","","0","0","","","","",""
"FRRP 2011","J1764","1","8/8/2011","25.54049","-80.10517","16.0769","Biscayne","Forereef","CONT_LR","PAST","4","1","","0","0","","","","",""
"FRRP 2011","J1764","1","8/8/2011","25.54049","-80.10517","16.0769","Biscayne","Forereef","CONT_LR","PSTR","25","10","","0","0","","","","",""
"FRRP 2011","J1764","1","8/8/2011","25.54049","-80.10517","16.0769","Biscayne","Forereef","CONT_LR","DSTO","4","1","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","AAGA","15","4","PB","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","PPOR","10","5","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","SSID","20","10","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","PAST","4","1","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","PPOR","15","10","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","AAGA","15","3","PB","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","AAGA","4","1","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","AAGA","12","4","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","SRAD","4","1","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","AAGA","15","15","PB","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","AAGA","25","15","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","AAGA","4","1","PB","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","SSID","4","1","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","AAGA","10","5","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","SSID","15","10","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","SSID","10","10","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","SSID","10","5","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","PAST","8","5","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","MCAV","4","1","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","SSID","10","2","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","SSID","8","2","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","SSID","15","5","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","PPOR","12","5","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","SSID","25","20","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","SRAD","8","2","PB","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","PAST","12","8","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","PAST","15","10","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","AAGA","15","5","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","AAGA","15","5","PB","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","SRAD","4","1","PB","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","AAGA","15","5","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","AAGA","12","5","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","AAGA","20","10","PB","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","DSTO","5","5","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","AAGA","25","15","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","AAGA","10","5","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","AAGA","15","5","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","SSID","15","10","","0","0","","","","",""
"FRRP 2011","J1755","2","8/17/2011","25.46298","-80.12962","13.124","Biscayne","Forereef","CONT_LR","AAGA","25","20","PB","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","PAST","4","1","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","AAGA","4","1","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","PAST","4","1","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","PCLI","25","12","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","DSTO","4","1","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","SRAD","4","1","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","AAGA","10","5","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","SRAD","4","1","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","PPOR","10","6","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","10","15","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","SINT","35","30","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","35","20","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","PAST","10","5","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","SRAD","70","20","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","DSTO","10","5","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","10","4","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","PAST","4","5","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","PAST","10","5","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","PAST","7","7","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","PPOR","12","8","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","PPOR","20","10","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","25","10","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","PAST","7","5","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","OANN","95","50","","0","0","","","","",""
"FRRP 2011","J1756","2","8/17/2011","25.46845","-80.13953","14.1083","Biscayne","Mid Channel","ISOL_MR","DSTO","12","10","","0","0","","","","",""
"FRRP 2011","J2760","1","8/23/2011","25.49716","-80.10748","22.967","Biscayne","Forereef","CONT_LR","AAGA","4","1","","0","0","","","","",""
"FRRP 2011","J2760","1","8/23/2011","25.49716","-80.10748","22.967","Biscayne","Forereef","CONT_LR","PSTR","4","1","","0","0","","","","",""
"FRRP 2011","J2760","1","8/23/2011","25.49716","-80.10748","22.967","Biscayne","Forereef","CONT_LR","PBRA","4","1","","0","0","","","","",""
"FRRP 2011","J2760","1","8/23/2011","25.49716","-80.10748","22.967","Biscayne","Forereef","CONT_LR","DSTO","4","5","","0","0","","","","",""
"FRRP 2011","J2760","1","8/23/2011","25.49716","-80.10748","22.967","Biscayne","Forereef","CONT_LR","SSID","4","1","","0","0","","","","",""
"FRRP 2011","J2760","1","8/23/2011","25.49716","-80.10748","22.967","Biscayne","Forereef","CONT_LR","OFAV","4","1","","0","0","","","","",""
"FRRP 2011","J2760","1","8/23/2011","25.49716","-80.10748","22.967","Biscayne","Forereef","CONT_LR","EFAS","4","1","","0","0","","","","",""
"FRRP 2011","J2762","1","8/23/2011","25.52067","-80.11328","21.9827","Biscayne","Forereef","CONT_LR","SSID","4","1","","0","50","","","","",""
"FRRP 2011","J2762","1","8/23/2011","25.52067","-80.11328","21.9827","Biscayne","Forereef","CONT_LR","MMEA","4","2","","0","0","","","","",""
"FRRP 2011","J2762","1","8/23/2011","25.52067","-80.11328","21.9827","Biscayne","Forereef","CONT_LR","AAGA","5","5","","0","0","","","","",""
"FRRP 2011","J2762","1","8/23/2011","25.52067","-80.11328","21.9827","Biscayne","Forereef","CONT_LR","DSTO","5","10","","0","0","","","","",""
"FRRP 2011","J2762","1","8/23/2011","25.52067","-80.11328","21.9827","Biscayne","Forereef","CONT_LR","PBRA","4","5","","0","0","","","","",""
"FRRP 2011","J2762","1","8/23/2011","25.52067","-80.11328","21.9827","Biscayne","Forereef","CONT_LR","DSTO","5","2","","0","0","","","","",""
"FRRP 2011","J2762","1","8/23/2011","25.52067","-80.11328","21.9827","Biscayne","Forereef","CONT_LR","SRAD","4","1","","0","0","","","","",""
"FRRP 2011","J2762","1","8/23/2011","25.52067","-80.11328","21.9827","Biscayne","Forereef","CONT_LR","EFAS","10","5","","0","25","","","","",""
"FRRP 2011","J2762","1","8/23/2011","25.52067","-80.11328","21.9827","Biscayne","Forereef","CONT_LR","DSTO","20","15","","0","0","","","","",""
"FRRP 2011","J2762","1","8/23/2011","25.52067","-80.11328","21.9827","Biscayne","Forereef","CONT_LR","MMEA","15","2","","0","25","","","","",""
"FRRP 2011","J2762","1","8/23/2011","25.52067","-80.11328","21.9827","Biscayne","Forereef","CONT_LR","AAGA","10","2","","0","0","","","","",""
"FRRP 2011","J2762","1","8/23/2011","25.52067","-80.11328","21.9827","Biscayne","Forereef","CONT_LR","PSTR","4","1","","0","95","","","","",""
"FRRP 2011","J2762","1","8/23/2011","25.52067","-80.11328","21.9827","Biscayne","Forereef","CONT_LR","SSID","4","1","","0","75","","","","",""
"FRRP 2011","J2762","1","8/23/2011","25.52067","-80.11328","21.9827","Biscayne","Forereef","CONT_LR","SINT","4","1","","0","0","","","","",""
"FRRP 2011","J2762","1","8/23/2011","25.52067","-80.11328","21.9827","Biscayne","Forereef","CONT_LR","DSTO","4","1","","0","0","","","","",""
"FRRP 2011","J2762","1","8/23/2011","25.52067","-80.11328","21.9827","Biscayne","Forereef","CONT_LR","OFAV","4","1","","0","0","","","","",""
"FRRP 2011","J2762","1","8/23/2011","25.52067","-80.11328","21.9827","Biscayne","Forereef","CONT_LR","SSID","10","5","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","SSID","85","35","","0","20","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","PBRA","5","5","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","CNAT","25","5","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","MCAV","10","20","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","PPOR","10","5","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","PPOR","10","5","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","PAST","5","1","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","SSID","35","20","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","DSTO","10","5","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","PCLI","15","5","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","PAST","5","1","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","PBRA","5","1","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","PBRA","5","5","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","PPOR","15","5","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","PAST","5","1","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","SSID","5","1","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","DSTO","15","1","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","PPOR","5","1","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","PPOR","20","10","","0","25","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","OFAV","20","5","","0","45","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","OFAV","85","70","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","SSID","75","35","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","CNAT","10","5","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","AAGA","5","5","","0","75","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","PSTR","5","10","","0","0","","","","",""
"FRRP 2011","J2759","1","8/23/2011","25.49376","-80.14333","7.8744","Biscayne","Inshore","ISOL_MR","SSID","10","5","","0","0","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","5","1","","0","0","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","MCAV","5","1","","0","0","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","PPOR","5","1","","0","0","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","PBRA","5","1","","0","0","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","15","1","","0","0","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","DSTO","5","5","","0","0","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","PAST","20","25","","0","0","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","35","5","","0","10","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","PSTR","5","5","","0","0","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","DSTO","5","1","","0","0","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","DSTO","5","1","","0","0","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SRAD","5","1","","0","0","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","AAGA","5","1","","0","0","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","PSTR","5","1","","0","0","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","5","1","","0","0","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","PBRA","5","5","","0","0","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","10","5","","0","10","","","","",""
"FRRP 2011","J2758","1","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","MMEA","15","1","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","5","1","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SRAD","5","1","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","DSTO","8","2","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","10","3","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","DSTO","10","2","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","PPOR","5","1","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","15","3","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","5","2","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","DSTO","8","3","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","10","3","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","PPOR","8","5","PB","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","PPOR","10","5","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","DSTO","12","3","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","AAGA","5","2","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","AAGA","5","1","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","PAST","10","5","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","DSTO","5","4","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","MCAV","20","10","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","30","15","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","PPOR","5","1","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","DSTO","5","1","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SRAD","5","1","BL","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","8","4","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","OFRA","25","10","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","PDIV","10","4","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","15","5","PB","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","PAST","8","2","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SINT","15","2","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","10","3","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","PAST","5","1","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","12","2","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","6","2","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","SSID","8","3","","0","0","","","","",""
"FRRP 2011","J2758","2","8/23/2011","25.49369","-80.13139","14.1083","Biscayne","Mid Channel","ISOL_MR","DSTO","12","5","","0","0","","","","",""
"FRRP 2011","J2759","2","8/23/2011","25.49376","-80.14333","9.842999","Biscayne","Inshore","ISOL_MR","PPOR","15","5","","0","0","","","","",""
"FRRP 2011","J2759","2","8/23/2011","25.49376","-80.14333","9.842999","Biscayne","Inshore","ISOL_MR","SSID","12","3","","0","0","","","","",""
"FRRP 2011","J2759","2","8/23/2011","25.49376","-80.14333","9.842999","Biscayne","Inshore","ISOL_MR","SSID","8","3","","0","0","","","","",""
"FRRP 2011","J2759","2","8/23/2011","25.49376","-80.14333","9.842999","Biscayne","Inshore","ISOL_MR","PPOR","5","5","","0","0","","","","",""
"FRRP 2011","J2759","2","8/23/2011","25.49376","-80.14333","9.842999","Biscayne","Inshore","ISOL_MR","SSID","6","2","PB","0","0","","","","",""
"FRRP 2011","J2759","2","8/23/2011","25.49376","-80.14333","9.842999","Biscayne","Inshore","ISOL_MR","SSID","5","1","","0","0","","","","",""
"FRRP 2011","J2759","2","8/23/2011","25.49376","-80.14333","9.842999","Biscayne","Inshore","ISOL_MR","PSTR","65","40","","0","0","","","","",""
"FRRP 2011","J2759","2","8/23/2011","25.49376","-80.14333","9.842999","Biscayne","Inshore","ISOL_MR","PAST","5","1","","0","0","","","","",""
